Standard_Author	Preprints	Score	Rank
Jack Kosmicki	5	13	865
Jack Kuipers	3	5	4631
Jack Li	1	1	29388
Jack Millstein	1	2	17764
Jack Nasar	1	2	17764
Jack Regan	1	2	17764
Jack Satsangi	4	8	2314
Jack Stanford	1	1	29388
Jack Takahashi	1	1	29388
Jack Tuszynski	2	3	12013
Jack Vossen	1	5	4631
Jack Waldman	1	2	17764
Jack Werren	1	3	12013
Jack Yanovski	1	2	17764
Jackie Chan	1	2	17764
Jackie Dekens	1	2	17764
Jackie Goldstein	2	5	4631
Jackie Vogel	1	3	12013
Jackson Champer	1	3	12013
Jackson Fyfe	1	3	12013
Jackson James	1	3	12013
Jackson Lay	1	2	17764
Jackson Liang	2	4	10491
Jackson Peter	2	4	10491
Jackson Tsuji	1	1	29388
Jacky Goetz	1	1	29388
Jacky Snoep	1	3	12013
Jacky de Montigny	1	1	29388
Jaclyn Hutchinson	1	5	4631
Jaclyn Matthes	1	5	4631
Jaclyn Perrone	1	5	4631
Jaclyn Souder	1	1	29388
Jaclyn Taroni	4	15	603
Jacob Almagro-Garcia	2	5	4631
Jacob Bale	1	2	17764
Jacob Bliss	2	5	4631
Jacob Brewer	1	1	29388
Jacob Carey	1	1	29388
Jacob Chabon	1	1	29388
Jacob Corn	4	10	1419
Jacob Crawford	1	1	29388
Jacob Degner	1	3	12013
Jacob Dittel	1	3	12013
Jacob Ellegood	1	2	17764
Jacob Errington	1	1	29388
Jacob Glanville	1	1	29388
Jacob Goldsmith	1	5	4631
Jacob Gordon	1	2	17764
Jacob Gratten	3	6	3650
Jacob Hanna	5	12	1012
Jacob Hughey	1	5	4631
Jacob Jaszczak	2	4	10491
Jacob Konikoff	1	1	29388
Jacob Lamson	1	3	12013
Jacob Musser	2	2	17764
Jacob Olson	1	1	29388
Jacob Paul	1	1	29388
Jacob Pfeil	1	3	12013
Jacob Pritt	2	6	3650
Jacob Reimer	2	8	2314
Jacob Robinson	1	1	29388
Jacob Roodenberg	1	2	17764
Jacob Russell	2	4	10491
Jacob Schreiber	2	8	2314
Jacob Scott	13	47	25
Jacob Shreve	1	1	29388
Jacob Simmonds	1	2	17764
Jacob Steenwyk	1	2	17764
Jacob Stilterra	1	1	29388
Jacob Taylor	1	2	17764
Jacob Tennessen	2	4	10491
Jacob Thomas	1	1	29388
Jacob Ulirsch	1	3	12013
Jacob Westfall	1	5	4631
Jacob Witten	1	2	17764
Jacob Wolpe	2	4	10491
Jacobus Portegies	1	1	29388
Jacopo Bono	1	2	17764
Jacopo Grilli	1	1	29388
Jacqueline Barber	1	2	17764
Jacqueline Buros	1	5	4631
Jacqueline Crawley	1	2	17764
Jacqueline Eason	1	3	12013
Jacqueline Glascock	1	2	17764
Jacqueline Goldstein	4	11	1203
Jacqueline James	1	2	17764
Jacqueline Keane	6	26	167
Jacqueline Lane	2	4	10491
Jacqueline Leung	1	1	29388
Jacqueline Novik	1	5	4631
Jacqueline Schein	1	3	12013
Jacqueline Smith	1	5	4631
Jacqueline Studer	1	1	29388
Jacqueline Vink	1	1	29388
Jacqueline de Jesus	1	5	4631
Jacquelyn Meisel	1	5	4631
Jacques Behmoaras	1	1	29388
Jacques Brodeur	1	1	29388
Jacques Camonis	1	1	29388
Jacques Corbeil	2	3	12013
Jacques Cosnes	1	1	29388
Jacques David	1	2	17764
Jacques Fattaccioli	1	1	29388
Jacques Fellay	4	11	1203
Jacques Mallet	1	2	17764
Jacques Pantel	1	2	17764
Jacques Pecreaux	3	3	12013
Jacques Piette	1	3	12013
Jacques Puechberty	1	5	4631
Jacques Ravel	2	6	3650
Jacques Roy	3	6	3650
Jacques Schrenzel	1	2	17764
Jacques Vergne	1	1	29388
Jacques van Helden	1	5	4631
Jacqui McGovern	1	1	29388
Jacqui Montgomery	1	2	17764
Jacquin Niles	1	1	29388
Jade Cheng	2	5	4631
Jade Martins	1	2	17764
Jadin Jackson	1	2	17764
Jadwiga Bienkoswka	1	1	29388
Jadwiga Buchwald	1	1	29388
Jae Kang	1	2	17764
Jae Kim	1	2	17764
Jae Sul	3	9	2005
Jae-Goo Pan	1	2	17764
Jae-Ho Cheong	1	1	29388
Jae-Hoon Sul	1	2	17764
JaeHwang Jung	1	5	4631
JaeWoo Kim	1	2	17764
Jaebum Kim	1	5	4631
Jaehee Shim	3	8	2314
Jaeil Ahn	1	5	4631
Jaekyung Hyun	1	1	29388
Jaeyun Baek	1	2	17764
Jafar Mammadov	1	1	29388
Jagadeesh M	1	3	12013
Jagannath Swaminathan	1	2	17764
Jagath Rajapakse	1	2	17764
Jagath Samarabandu	1	2	17764
Jagdish Patel	1	2	17764
Jagger Harvey	1	2	17764
Jagoda Rokicka	1	1	29388
Jahan Tadayon	1	1	29388
Jai Padmakumar	1	5	4631
Jai-W Hayes-Jackson	1	1	29388
Jaideep Mallick	1	1	29388
Jaie Woodard	1	3	12013
Jaime Castro-Mondragon	1	5	4631
Jaime Derringer	1	2	17764
Jaime Enoka	1	2	17764
Jaime Gomez-Ramirez	2	4	10491
Jaime Hallak	2	3	12013
Jaime Huerta-Cepas	1	5	4631
Jaime LeDuc	1	1	29388
Jaime Tarsi	1	1	29388
Jaime de la Rocha	1	1	29388
Jairam Lingappa	1	2	17764
Jairo Pinto	1	3	12013
Jaishanker Nair	1	2	17764
Jaison Kolenchery	1	2	17764
Jake Bundy	1	1	29388
Jake Conway	1	3	12013
Jake Czajkowski	1	3	12013
Jake Narkizian	1	3	12013
Jake Nieto	1	3	12013
Jake Olivier	1	1	29388
Jake Taylor-King	1	5	4631
Jake Weiser	1	5	4631
Jake Weissman	1	2	17764
Jakob Dreyer	1	1	29388
Jakob Fredslund	1	5	4631
Jakob Grove	3	7	2850
Jakob Heinzle	1	1	29388
Jakob Hohwy	1	2	17764
Jakob Jansson	1	5	4631
Jakob Pedersen	1	5	4631
Jakob Seidlitz	1	3	12013
Jakob Voigt	1	2	17764
Jakob Vowinckel	1	1	29388
Jakob Wirbel	1	3	12013
Jakobus van Unen	1	2	17764
Jakub Macosek	1	1	29388
Jakub Otwinowski	1	1	29388
Jakub Ridl	1	5	4631
Jakub Tomek	1	3	12013
Jaleal Sanjak	1	2	17764
Jaline Gerardin	1	1	29388
Jamal Ibdah	1	5	4631
Jamal Shakir	1	2	17764
Jamar Uzzell	1	1	29388
James Ackman	1	1	29388
James Allman	2	10	1419
James Anderson	2	10	1419
James Babic-Sternberg	1	5	4631
James Baldwin-Brown	1	2	17764
James Balhoff	6	28	140
James Batterson	1	2	17764
James Beck	2	7	2850
James Becker	1	1	29388
James Bennett	1	2	17764
James Berger	2	2	17764
James Blachly	1	2	17764
James Blau	1	1	29388
James Boardman	2	5	4631
James Bochicchio	1	5	4631
James Boedicker	1	2	17764
James Bonaiuto	1	1	29388
James Bonfield	2	10	1419
James Boocock	2	3	12013
James Brewer	1	3	12013
James Briscoe	1	5	4631
James Bristow	1	3	12013
James Brooks	1	2	17764
James Brown	3	8	2314
James Bull	2	7	2850
James Bullock	1	2	17764
James Byers	1	1	29388
James Cahill	1	1	29388
James Cai	3	7	2850
James Camac	1	5	4631
James Campbell	1	3	12013
James Carothers	1	2	17764
James Chappell	3	6	3650
James Chappuis	1	5	4631
James Chen	1	1	29388
James Chong	1	2	17764
James Clark	1	2	17764
James Clarke	1	2	17764
James Collier	1	1	29388
James Collins	2	7	2850
James Conway	1	2	17764
James Costello	2	6	3650
James Cotton	2	3	12013
James Cox	1	1	29388
James Crall	2	7	2850
James Crichton	3	15	603
James Crowley	3	6	3650
James Dai	1	1	29388
James Daley	1	2	17764
James Dalton	3	9	2005
James Dama	1	3	12013
James Davey	1	1	29388
James Davies	1	2	17764
James Davis	1	5	4631
James Davison	1	2	17764
James Degnan	1	2	17764
James Dewar	1	1	29388
James DiCarlo	4	9	2005
James Dimond	1	2	17764
James Dodgson	1	2	17764
James Dorling	1	3	12013
James Doroghazi	1	1	29388
James Dowling	1	1	29388
James Drake	1	2	17764
James Eberwine	1	2	17764
James Eldred	1	5	4631
James Elkins	1	2	17764
James Eshleman	1	1	29388
James Faeder	1	2	17764
James Felce	1	1	29388
James Floyd	1	2	17764
James Ford	1	1	29388
James Foster	1	1	29388
James Fox	1	2	17764
James Fraser	9	36	73
James Frick	1	5	4631
James Gagnon	2	3	12013
James Galagan	1	2	17764
James Gallo	1	1	29388
James Gern	2	7	2850
James Gilbert	2	7	2850
James Gilkerson	1	2	17764
James Glen	1	3	12013
James Goedert	1	3	12013
James Goldberg	4	11	1203
James Golden	1	5	4631
James Grogan	1	5	4631
James Gurney	1	5	4631
James Gurtowski	6	20	318
James Haber	2	4	10491
James Hadfield	2	7	2850
James Harden	2	3	12013
James Harkin	1	5	4631
James Harper	2	4	10491
James Haxby	3	9	2005
James Hayes	1	5	4631
James Heather	1	3	12013
James Heffernan	1	1	29388
James Hennessy	1	1	29388
James Hester	1	5	4631
James Hicks	1	2	17764
James Ho	1	2	17764
James Hodge	1	3	12013
James Holland	2	3	12013
James Holloway	1	5	4631
James Holt	3	11	1203
James Holton	1	5	4631
James Hone	1	2	17764
James Hsieh	1	1	29388
James Hudson	1	2	17764
James Hudziak	1	2	17764
James Hughes	1	2	17764
James Hunt	1	1	29388
James Hurley	1	1	29388
James Jarvis	1	1	29388
James Jepson	2	3	12013
James Johnson	7	29	133
James Johnston	1	5	4631
James Jones	2	4	10491
James Jun	1	1	29388
James Kazura	1	2	17764
James Kennedy	3	6	3650
James Kerwin	1	5	4631
James Kijas	2	7	2850
James Kingsley	1	1	29388
James Kitson	1	2	17764
James Knight	1	5	4631
James Knowles	5	10	1419
James Koopman	1	1	29388
James Korkola	1	2	17764
James Kuo	1	1	29388
James Langpoklakpam	1	2	17764
James Larson	1	1	29388
James Lee	5	14	767
James Legg	2	4	10491
James Lespinasse	1	5	4631
James Liley	2	4	10491
James Lipcombe	1	5	4631
James Lloyd	1	2	17764
James Lloyd-Smith	6	10	1419
James Lupski	1	1	29388
James MacCabe	2	3	12013
James MacDonald	1	1	29388
James MacLeod	1	3	12013
James Mahaffey	1	2	17764
James Mallet	3	9	2005
James Malone	1	3	12013
James Manton	2	2	17764
James Marsh	1	5	4631
James Mason	1	2	17764
James McCarthy	1	1	29388
James McDonald	1	1	29388
James McKinlay	2	2	17764
James Mickelson	1	3	12013
James Milks	1	3	12013
James Miller	1	1	29388
James Mitchell	1	2	17764
James Morris	1	1	29388
James Morrow	1	1	29388
James Morton	1	3	12013
James Mullikin	1	3	12013
James Mullins	1	2	17764
James Murphy	2	5	4631
James Murray	2	8	2314
James Musser	1	2	17764
James Noonan	1	2	17764
James Osborne	1	2	17764
James Pan	1	2	17764
James Pankow	1	2	17764
James Parkin	1	3	12013
James Paterson	1	5	4631
James Patton	1	1	29388
James Pearce-Higgins	1	1	29388
James Pease	1	2	17764
James Peters	6	18	415
James Pettengill	1	5	4631
James Pipas	1	2	17764
James Pitts	1	2	17764
James Platt	1	3	12013
James Polashock	1	1	29388
James Pooley	1	5	4631
James Potash	3	6	3650
James Price	1	5	4631
James Qu	3	7	2850
James Robertson	1	1	29388
James Robinson	2	6	3650
James Rudd	1	5	4631
James Russell	1	2	17764
James Rybarski	1	2	17764
James Schnable	5	6	3650
James Schupp	3	6	3650
James Scott	1	2	17764
James Shine	1	2	17764
James Sillibourne	1	2	17764
James Simmonds	1	3	12013
James Simpson	1	1	29388
James Sleigh	2	6	3650
James Smith	1	2	17764
James Sobel	1	2	17764
James Specht	1	2	17764
James Spudich	4	6	3650
James St Clair	1	2	17764
James Staley	1	3	12013
James Stapleton	1	1	29388
James Starett	1	3	12013
James Starrett	1	2	17764
James Stegen	2	4	10491
James Stewart	3	11	1203
James Strutt	1	2	17764
James Taylor	4	16	532
James Teo	1	2	17764
James Thomason	1	5	4631
James Thompson	4	4	10491
James Thomson	5	14	767
James Thorson	1	2	17764
James Tiedje	1	5	4631
James Torrance	2	4	10491
James Tregear	1	2	17764
James Trousdale	1	1	29388
James Truman	2	4	10491
James Urton	1	2	17764
James Van Leuven	2	4	10491
James Varani	1	5	4631
James Vaupel	2	3	12013
James Wagstaff	1	5	4631
James Wainaina	2	7	2850
James Walters	8	17	473
James Ward	1	3	12013
James Ware	3	6	3650
James Watson	1	3	12013
James Watt	1	5	4631
James Webber	1	5	4631
James Weedon	1	2	17764
James Weiss	1	1	29388
James Wells	1	1	29388
James Wheless	1	2	17764
James Whiting	2	2	17764
James Whittington	1	2	17764
James Wickens	1	3	12013
James Williams	1	5	4631
James Wilson	7	18	415
James Winkle	1	2	17764
James Winkler	1	3	12013
James Woodgett	1	1	29388
James Wright	1	1	29388
James Xue	1	2	17764
James Yager	1	2	17764
James Yarmolinsky	1	5	4631
James Yorke	1	3	12013
James Zou	3	7	2850
Jamey Kain	3	15	603
Jamie Carrington	1	5	4631
Jamie Cate	6	6	3650
Jamie Craig	2	8	2314
Jamie Fong	1	2	17764
Jamie Glass	1	5	4631
Jamie Goodson	1	1	29388
Jamie Heimburg-Molinaro	1	2	17764
Jamie Hutchison	1	3	12013
Jamie Marshall	2	6	3650
Jamie Pogachar	1	2	17764
Jamie Rosner	1	1	29388
Jamie Shallcross	2	4	10491
Jamie Trott	1	5	4631
Jamie Vandenberg	1	5	4631
Jamie Whitelaw	2	4	10491
Jamie Young	1	2	17764
Jamien Shea	1	2	17764
Jamir Bagwan	1	2	17764
Jamshid Tehrani	1	1	29388
Jan Aerts	1	2	17764
Jan Albert	5	12	1012
Jan Amend	1	1	29388
Jan Bartussek	1	2	17764
Jan Benada	1	3	12013
Jan Benda	1	1	29388
Jan Born	1	2	17764
Jan Bot	2	4	10491
Jan Botthof	2	2	17764
Jan Brezovky	1	1	29388
Jan Brugues	1	1	29388
Jan Buitelaar	1	5	4631
Jan Dvorak	1	3	12013
Jan Ellenberg	2	3	12013
Jan Engelstadter	2	5	4631
Jan Engelstaedter	1	3	12013
Jan Engler	1	2	17764
Jan Evers	1	1	29388
Jan Finke	1	5	4631
Jan Gopfert	1	2	17764
Jan Grant	1	3	12013
Jan Grau	1	1	29388
Jan Grewe	1	1	29388
Jan Haerter	1	1	29388
Jan Hasenauer	1	5	4631
Jan Hengstler	2	4	10491
Jan Herudek	1	2	17764
Jan Hofmann	1	5	4631
Jan Hoinka	1	1	29388
Jan Junker	1	2	17764
Jan Kammenga	2	6	3650
Jan Kern	1	5	4631
Jan Klecka	4	14	767
Jan Koci	1	5	4631
Jan Komorowski	1	1	29388
Jan Korbel	2	3	12013
Jan Kreuze	1	1	29388
Jan Kriegs	1	5	4631
Jan Krumsiek	2	3	12013
Jan Kubanek	1	2	17764
Jan Liphardt	1	2	17764
Jan Lotvall	1	1	29388
Jan Lowe	1	5	4631
Jan Macher	3	3	12013
Jan Meier-Kolthoff	1	3	12013
Jan Novak	1	2	17764
Jan Oosterheert	2	6	3650
Jan Paces	1	5	4631
Jan Plue	1	2	17764
Jan Poleszczuk	4	12	1012
Jan Prins	1	1	29388
Jan Risinger	1	2	17764
Jan Roslein	1	5	4631
Jan Sabo	1	1	29388
Jan Sapp	1	2	17764
Jan Schnupp	2	3	12013
Jan Schoffelen	1	1	29388
Jan Schroeder	2	6	3650
Jan Sklenar	2	6	3650
Jan Skotheim	2	4	10491
Jan Spitzer	2	4	10491
Jan Stefka	1	1	29388
Jan Svensson	1	1	29388
Jan Sykora	1	1	29388
Jan Van den Brulle	1	2	17764
Jan Veldink	6	12	1012
Jan Wahlstrom	1	2	17764
Jan Winter	1	2	17764
Jan Witkowski	1	5	4631
Jan Wojcik	1	1	29388
Jan van Maarseveen	1	1	29388
Jan van Oeveren	1	3	12013
Jan van de Kassteele	1	1	29388
Jan van der Meer	1	5	4631
Jan-Emmanuel De Neve	1	2	17764
Jan-Marek Weislogel	1	5	4631
Jan-Mathijs Schoffelen	1	2	17764
Jan-Philipp Mallm	1	2	17764
Jan-Willem Veening	5	13	865
Jana Awada	1	3	12013
Jana Ebler	1	2	17764
Jana Ferdin	1	1	29388
Jana Fischer	1	1	29388
Jana Gevertz	1	2	17764
Jana Hutchison	1	2	17764
Jana Kayserova	1	2	17764
Jana Kynast	1	3	12013
Jana Mallah	1	5	4631
Jana Martinu	1	1	29388
Jana Molitor	1	2	17764
Jana Schill	1	1	29388
Jana Schniete	1	1	29388
Jana Sperschneider	1	1	29388
Jana Strohmaier	3	9	2005
Jana Trenner	2	4	10491
Jana Whittle	1	2	17764
Janaka Edirisinghe	2	7	2850
Janakiram Rayabaram	1	1	29388
Janani Hariharan	1	5	4631
Janani Iyer	2	6	3650
Jane Brady	1	2	17764
Jane Carlton	1	1	29388
Jane Cerise	1	2	17764
Jane Charlesworth	1	5	4631
Jane Devos	1	2	17764
Jane Foster	1	2	17764
Jane Grimwood	4	16	532
Jane Hawkey	2	7	2850
Jane Hillston	1	5	4631
Jane Homan	1	2	17764
Jane Hung	1	5	4631
Jane Hurst	1	3	12013
Jane Juusola	1	1	29388
Jane Kondev	3	9	2005
Jane Kuypers	1	3	12013
Jane Landolin	2	5	4631
Jane Lee	1	1	29388
Jane Loveland	1	5	4631
Jane Park	2	3	12013
Jane Phillips-Conroy	1	3	12013
Jane Pollack	2	10	1419
Jane Preston	1	1	29388
Jane Pulman	1	2	17764
Jane Reid	1	2	17764
Jane Skok	2	4	10491
Jane Sutphen	1	2	17764
Jane Worthington	2	7	2850
Jane Yu	1	2	17764
Janeck Scott-Fordsmand	1	1	29388
Janee' Hardman	1	2	17764
Janel Long-Boyle	1	1	29388
Janelle Hayes	1	2	17764
Janet Deane	1	1	29388
Janet Englund	1	3	12013
Janet Fyfe	1	3	12013
Janet Horton	1	1	29388
Janet Jansson	1	2	17764
Janet Kelso	2	5	4631
Janet Koster	1	5	4631
Janet Lovett	1	1	29388
Janet Midega	1	5	4631
Janet Monge	1	2	17764
Janet Pinero	2	4	10491
Janet Rossant	1	2	17764
Janet Siliciano	1	2	17764
Janet Stowell	1	1	29388
Janet Thornton	2	6	3650
Janet Treasure	1	2	17764
Janet Williams	1	2	17764
Janette Bester	1	5	4631
Janette Edson	1	2	17764
Janey Wiggs	1	2	17764
Jani Heikkinen	1	1	29388
Jani Saarela	1	1	29388
Janice Atkins	1	2	17764
Janice Britton-Davidian	1	3	12013
Janice Chen	4	8	2314
Janice Fullerton	1	2	17764
Janice Kielbassa	1	2	17764
Janiece DeSocio	1	2	17764
Janina Brandes	1	3	12013
Janina Ferbinteanu	2	3	12013
Janina von Dahlen	1	2	17764
Janine Altmuller	1	2	17764
Janine Arloth	2	4	10491
Janine Felix	2	2	17764
Janine Fischer	1	1	29388
Janine Gumz	1	2	17764
Janine Ilagan	1	5	4631
Janine Reis	1	2	17764
Janis Strods	1	1	29388
Janita Bralten	1	3	12013
Janko Simonovic	1	2	17764
Janko van Beek	1	2	17764
Jann Sarkaria	1	1	29388
Janna Hastings	1	3	12013
Janna Tarasova	1	1	29388
Janne Lempe	1	2	17764
Janne Ravantti	1	2	17764
Jannie Kristensen	1	5	4631
Janos Binder	1	5	4631
Janos Dani	1	3	12013
Janos Jakucs	2	5	4631
Janos Kelemen	1	1	29388
Janos Podani	1	2	17764
Janosch Hennig	1	1	29388
Janpeter Hoeffmann	1	5	4631
Jantien Backer	1	1	29388
Janu Verma	1	1	29388
Janusz Bujnicki	1	1	29388
Janusz Rybakowski	1	2	17764
Jaqueline de Jesus	1	5	4631
Jardin Leleux	1	1	29388
Jared Baeten	1	2	17764
Jared Carlson-Stevermer	1	1	29388
Jared Decker	3	5	4631
Jared Flater	1	5	4631
Jared Grummer	2	2	17764
Jared Kobulnicky	1	1	29388
Jared Lyle	1	5	4631
Jared Maguire	1	3	12013
Jared Mamrot	2	6	3650
Jared O'Connell	3	4	10491
Jared Simpson	9	34	87
Jared Streich	1	3	12013
Jared Westbrook	1	5	4631
Jared Young	2	7	2850
Jari Hakkinen	1	2	17764
Jari Haukka	1	2	17764
Jari Jalava	1	2	17764
Jari Lahti	1	1	29388
Jari Niemi	1	2	17764
Jarinya Khoontawad	1	1	29388
Jarmo Korkko	1	3	12013
Jarno Kettunen	1	5	4631
Jarno Lintusaari	1	1	29388
Jarone Pinhassi	2	4	10491
Jaroslav Dolezel	1	1	29388
Jaroslav Icha	1	5	4631
Jaroslav Klapste	1	1	29388
Jaroslav Pavelka	1	5	4631
Jaroslaw Harezlak	1	2	17764
Jarrett Adams	1	2	17764
Jarrett Smith	1	5	4631
Jarrod Chapman	1	3	12013
Jarrod Dowdall	1	2	17764
Jarrod Lewis-Peacock	1	2	17764
Jarrod Marto	1	1	29388
Jarrod Scott	1	3	12013
Jasleen Grewal	2	4	10491
Jasleen Singh	1	2	17764
Jasmeen Sidhu	1	1	29388
Jasmijn Baaijens	3	7	2850
Jasmin Coulombe-Huntington	1	2	17764
Jasmin Mahabamunuge	1	1	29388
Jasmin Straube	1	2	17764
Jasmine Escalera	1	5	4631
Jasmine Nirody	2	3	12013
Jasna Lalic	1	1	29388
Jasna Rakonjac	1	2	17764
Jason Aimone	1	2	17764
Jason Axford	2	5	4631
Jason Baumohl	1	5	4631
Jason Bell	2	4	10491
Jason Bertram	1	5	4631
Jason Bielas	1	1	29388
Jason Boardman	3	7	2850
Jason Bobe	1	5	4631
Jason Bragg	2	4	10491
Jason Brayer	1	2	17764
Jason Brickner	1	3	12013
Jason Brouwer	1	2	17764
Jason Buenrostro	5	16	532
Jason Carroll	1	3	12013
Jason Casler	1	1	29388
Jason Chen	2	4	10491
Jason Chin	1	3	12013
Jason Collens	1	1	29388
Jason Cooper	1	5	4631
Jason Crack	1	1	29388
Jason Crawford	1	5	4631
Jason Dworkin	1	2	17764
Jason Ernst	1	5	4631
Jason Flannick	2	4	10491
Jason Fletcher	1	2	17764
Jason Flynn	1	5	4631
Jason Fuller	1	2	17764
Jason Galpin	1	2	17764
Jason Gertz	2	4	10491
Jason Gillman	1	5	4631
Jason Godfrey	1	2	17764
Jason Gors	1	2	17764
Jason Graham	1	2	17764
Jason Griffiths	1	3	12013
Jason Harris	1	5	4631
Jason Held	1	2	17764
Jason Hennessey	1	3	12013
Jason Ho	1	1	29388
Jason Howard	1	3	12013
Jason Ki	1	2	17764
Jason Kimble	1	5	4631
Jason Kunisaki	1	3	12013
Jason Kurs	1	5	4631
Jason Kwong	1	2	17764
Jason Labonte	1	3	12013
Jason Ladner	2	5	4631
Jason Lerch	1	2	17764
Jason Lieb	2	4	10491
Jason Locasale	1	1	29388
Jason Londo	2	4	10491
Jason Machan	1	1	29388
Jason Mattingley	6	11	1203
Jason McClelland	1	3	12013
Jason McKeown	1	2	17764
Jason McLachlan	3	9	2005
Jason Mercer	1	3	12013
Jason Merker	2	3	12013
Jason Merkin	1	5	4631
Jason Merritt	1	1	29388
Jason Mezey	1	5	4631
Jason Miller	2	10	1419
Jason Moffat	5	12	1012
Jason Moore	5	9	2005
Jason Mulvenna	2	3	12013
Jason Munshi-South	4	9	2005
Jason Nomi	3	8	2314
Jason O'Rawe	6	22	256
Jason ORawe	1	2	17764
Jason Olejarz	3	10	1419
Jason Papin	4	14	767
Jason Peiffer	1	1	29388
Jason Reed	1	1	29388
Jason Reuter	1	2	17764
Jason Rohr	1	1	29388
Jason Ross	1	1	29388
Jason Royal	1	2	17764
Jason Sahl	6	19	369
Jason Samaha	4	8	2314
Jason Sheltzer	1	2	17764
Jason Signolet	1	2	17764
Jason Slater	1	2	17764
Jason Snyder	1	2	17764
Jason Spence	2	6	3650
Jason Stajich	1	3	12013
Jason Swails	3	12	1012
Jason Swedlow	3	15	603
Jason Tanny	1	2	17764
Jason Taylor	1	2	17764
Jason Tehranisa	1	1	29388
Jason Torres	2	10	1419
Jason Travis	1	3	12013
Jason Treberg	1	3	12013
Jason Tye-Din	1	5	4631
Jason Tylianakis	4	7	2850
Jason Underwood	1	1	29388
Jason Van Allen	1	1	29388
Jason Venkiteswaran	1	1	29388
Jason Walker	1	5	4631
Jason Wallace	2	8	2314
Jason Williams	1	5	4631
Jason Wolf	1	2	17764
Jason Wong	1	1	29388
Jason Wright	1	1	29388
Jason Yao	1	3	12013
Jason Yeatman	2	2	17764
Jason Young	1	3	12013
Jason Zevin	1	2	17764
Jason van Pelt	1	2	17764
Jasper Anckaert	1	2	17764
Jasper Bathmann	1	2	17764
Jasper Degryse	1	3	12013
Jasper Depotter	2	10	1419
Jasper Dierick	1	2	17764
Jasper Estabillo	1	2	17764
Jasper Linthorst	1	5	4631
Jasper Paul	1	1	29388
Jasper Snoek	1	5	4631
Jasper Williams	1	3	12013
Jasper van den Bosch	1	2	17764
Jatin Narula	1	1	29388
Jatin Patel	1	2	17764
Jatupol Kampuansai	1	1	29388
Jaume Bertranpetit	1	2	17764
Jaume Bonet	1	1	29388
Javad Nadaf	1	2	17764
Javad Safaei	1	1	29388
Javier Amione-Guerra	1	2	17764
Javier Apfeld	1	1	29388
Javier Benitez	1	2	17764
Javier Blasco	1	2	17764
Javier Brumos	1	2	17764
Javier Caballero	1	1	29388
Javier Caceres	1	5	4631
Javier De Gaudenzi	1	2	17764
Javier De Las Rivas	1	5	4631
Javier Echevarria	2	5	4631
Javier Estrada	2	7	2850
Javier Fernandez-Eraso	1	3	12013
Javier Garcia	1	1	29388
Javier Garcia-Hurtado	1	3	12013
Javier Gomez	1	2	17764
Javier Gutierrez-Achury	1	2	17764
Javier Herrero	5	20	318
Javier Igea	1	3	12013
Javier Leon-Mediavilla	1	2	17764
Javier Lopez-Garrido	1	2	17764
Javier Martin	2	3	12013
Javier Mora-Macias	1	3	12013
Javier Palma-Guerrero	1	1	29388
Javier Periz	1	2	17764
Javier Prado-Martinez	1	1	29388
Javier Rasero	1	5	4631
Javier Raya-Gonzalez	1	3	12013
Javier Rivera	1	2	17764
Javier Santoyo-Lopez	1	5	4631
Javier Tabima	2	3	12013
Javier Torres	1	3	12013
Javier Vargas	1	2	17764
Javin Oza	1	5	4631
Jawon Song	1	3	12013
Jay Brandes	1	1	29388
Jay Bundy	1	1	29388
Jay Chittoor	1	1	29388
Jay Gedir	1	2	17764
Jay Ghurye	1	2	17764
Jay Groves	1	3	12013
Jay Hesselberth	3	9	2005
Jay Kaplan	1	1	29388
Jay Lennon	5	19	369
Jay McEntee	4	6	3650
Jay Pyle	1	3	12013
Jay Ray	1	2	17764
Jay Shendure	11	22	256
Jay Shin	1	5	4631
Jay Siddharth	1	2	17764
Jay Stewart	1	1	29388
Jay Stoerker	1	5	4631
Jay Unruh	1	1	29388
Jaya Padmanabhan	1	1	29388
Jayadeva Bhat	1	2	17764
Jayakrishnan Unnikrishnan	1	1	29388
Jayalakshmi Nair	2	5	4631
Jayant Keswani	1	3	12013
Jayant Pinto	1	3	12013
Jayanth Banavar	3	5	4631
Jayanth Nagappan	1	3	12013
Jayaram Kancherla	1	5	4631
Jayashree Kumar	1	2	17764
Jayashree R	1	1	29388
Jayashree Ray	2	8	2314
Jaydeep Sidhaye	2	6	3650
Jayme Salsman	1	2	17764
Jaymie Lin	1	1	29388
Jayna Raghwani	1	5	4631
Jayna Ragwhani	1	5	4631
Jayne Griffiths	1	3	12013
Jayne Hehir-Kwa	1	3	12013
Jayne Wallace	1	2	17764
Jayon Lihm	1	1	29388
Je Lee	2	5	4631
JeAnna Redd	1	5	4631
JeHoon Jun	1	2	17764
Jean Beebe	1	1	29388
Jean Beggs	1	2	17764
Jean Bopda	1	3	12013
Jean Bousquet	1	1	29388
Jean Challacombe	1	1	29388
Jean Chiesa	1	5	4631
Jean Chung	1	3	12013
Jean Cosson	1	2	17764
Jean Costa	1	1	29388
Jean Cury	2	4	10491
Jean Davidson	2	8	2314
Jean Decety	1	3	12013
Jean Dubern	1	3	12013
Jean Dufour	1	5	4631
Jean Fan	3	7	2850
Jean Ford	1	2	17764
Jean Hemptinne	1	1	29388
Jean Lambert	1	3	12013
