DOI	Date	License
10.1101/082669	2016-10-22	None
10.1101/082677	2016-10-24	CC BY-ND
10.1101/082685	2016-10-24	None
10.1101/082693	2016-10-22	CC BY-NC-ND
10.1101/082719	2016-10-24	None
10.1101/082735	2016-10-24	CC BY-NC-ND
10.1101/082750	2016-10-24	None
10.1101/082768	2016-10-24	CC BY-NC-ND
10.1101/082776	2016-10-24	None
10.1101/082784	2016-10-24	None
10.1101/082792	2016-10-24	CC BY-NC-ND
10.1101/082818	2016-10-24	None
10.1101/082842	2016-12-08	CC BY-NC-ND
10.1101/082891	2016-10-24	CC BY-NC-ND
10.1101/082917	2016-10-24	CC BY-NC-ND
10.1101/082925	2016-10-24	None
10.1101/082958	2016-10-24	CC BY
10.1101/082966	2016-10-24	CC BY-NC-ND
10.1101/082974	2016-10-24	None
10.1101/082982	2016-10-24	CC BY-ND
10.1101/082990	2016-10-24	None
10.1101/083006	2016-10-24	CC BY-NC-ND
10.1101/083014	2016-10-24	None
10.1101/083022	2016-10-24	None
10.1101/083030	2016-10-25	CC BY-NC-ND
10.1101/083055	2016-10-24	CC BY
10.1101/083071	2016-10-25	None
10.1101/083089	2016-10-25	CC BY-NC
10.1101/083097	2016-10-25	None
10.1101/083113	2016-10-27	CC BY-NC-ND
10.1101/083121	2016-11-29	None
10.1101/083154	2016-10-25	CC BY-NC
10.1101/083162	2016-10-25	None
10.1101/083170	2016-10-25	CC BY-NC-ND
10.1101/083204	2016-10-25	CC BY
10.1101/083212	2016-10-25	CC BY-NC-ND
10.1101/083238	2016-10-25	CC BY-NC-ND
10.1101/083246	2016-10-25	CC BY-NC
10.1101/083253	2016-10-25	None
10.1101/083261	2016-10-26	CC BY-ND
10.1101/083287	2016-10-26	CC BY
10.1101/083295	2016-11-02	None
10.1101/083329	2016-10-25	CC BY
10.1101/083352	2016-10-25	CC BY
10.1101/083378	2016-10-25	CC BY-NC-ND
10.1101/083386	2016-10-25	None
10.1101/083402	2016-10-26	CC BY-NC-ND
10.1101/083410	2016-10-25	CC BY
10.1101/083428	2016-10-26	None
10.1101/083436	2016-10-25	CC BY-NC-ND
10.1101/083444	2016-10-26	CC BY-NC-ND
10.1101/083451	2016-10-26	None
10.1101/083469	2016-10-26	None
10.1101/083485	2016-10-26	None
10.1101/083493	2016-10-26	None
10.1101/083535	2016-10-26	CC BY
10.1101/083543	2016-10-26	CC BY-NC-ND
10.1101/083550	2016-10-26	CC BY-NC-ND
10.1101/083576	2016-10-26	None
10.1101/083592	2016-10-26	None
10.1101/083618	2016-10-26	CC BY-NC-ND
10.1101/083626	2016-10-26	None
10.1101/083634	2016-10-26	CC BY-NC-ND
10.1101/083642	2016-10-26	None
10.1101/083659	2016-10-28	CC BY-NC-ND
10.1101/083675	2016-10-26	CC BY-ND
10.1101/083683	2016-11-01	None
10.1101/083691	2016-10-26	None
10.1101/083717	2016-10-26	None
10.1101/083725	2016-10-26	None
10.1101/083733	2016-10-26	CC BY-NC-ND
10.1101/083741	2016-10-26	None
10.1101/083758	2016-10-26	None
10.1101/083766	2016-10-26	CC BY-NC-ND
10.1101/083774	2016-10-27	None
10.1101/083790	2016-10-26	CC BY-NC-ND
10.1101/083808	2016-10-26	CC BY-NC-ND
10.1101/083816	2016-10-27	None
10.1101/083824	2016-10-27	CC BY-ND
10.1101/083840	2016-10-28	CC BY-NC-ND
10.1101/083857	2016-10-27	None
10.1101/083865	2016-10-27	CC BY-NC-ND
10.1101/083873	2016-10-27	CC BY-NC-ND
10.1101/083881	2016-10-27	None
10.1101/083907	2016-10-27	None
10.1101/083915	2016-10-27	CC BY-ND
10.1101/083923	2016-10-27	CC BY-ND
10.1101/083931	2016-10-27	CC BY
10.1101/083949	2016-10-28	None
10.1101/083956	2016-10-27	CC BY-NC-ND
10.1101/083964	2016-10-27	CC BY-NC-ND
10.1101/083972	2016-10-27	None
10.1101/083980	2016-10-27	None
10.1101/083998	2016-10-27	None
10.1101/084012	2016-10-27	CC BY-ND
10.1101/084020	2016-10-27	CC BY
10.1101/084038	2016-10-27	CC BY-NC-ND
10.1101/084046	2016-10-28	CC BY-NC
10.1101/084087	2016-10-28	None
10.1101/084103	2016-10-28	CC BY-NC-ND
10.1101/084111	2016-10-29	None
10.1101/084129	2016-10-28	None
10.1101/084137	2016-11-07	None
10.1101/084145	2016-10-28	CC BY-NC-ND
10.1101/084152	2017-03-26	CC BY-NC-ND
10.1101/084160	2016-10-28	CC BY-NC-ND
10.1101/084178	2016-10-28	CC BY-NC-ND
10.1101/084194	2016-10-28	CC BY-NC-ND
10.1101/084202	2016-10-30	CC BY-NC-ND
10.1101/084210	2016-10-28	CC BY-NC
10.1101/084228	2016-10-28	CC BY-NC
10.1101/084244	2016-10-28	None
10.1101/084251	2016-10-28	CC BY-NC-ND
10.1101/084269	2016-10-28	CC BY-NC-ND
10.1101/084285	2016-10-28	CC BY-NC-ND
10.1101/084293	2016-10-29	CC BY-NC
10.1101/084327	2016-11-02	CC BY-NC-ND
10.1101/084335	2016-10-30	CC BY-NC-ND
10.1101/084343	2016-10-30	CC BY-NC
10.1101/084350	2016-10-30	CC BY-ND
10.1101/084376	2016-10-30	CC BY-NC-ND
10.1101/084392	2016-10-30	CC BY-NC-ND
10.1101/084400	2016-10-30	None
10.1101/084418	2016-10-31	CC BY-NC-ND
10.1101/084426	2016-10-30	CC BY
10.1101/084434	2016-11-04	None
10.1101/084442	2016-10-31	None
10.1101/084459	2016-10-31	CC BY
10.1101/084467	2016-10-31	CC BY-NC-ND
10.1101/084483	2016-10-31	CC BY
10.1101/084517	2016-10-31	CC BY-NC-ND
10.1101/084525	2016-11-02	None
10.1101/084533	2016-10-31	CC BY-NC-ND
10.1101/084541	2016-10-31	CC BY
10.1101/084558	2016-10-31	CC BY-NC
10.1101/084566	2016-10-31	CC BY-ND
10.1101/084574	2016-11-06	CC BY-NC-ND
10.1101/084582	2016-10-31	None
10.1101/084590	2016-10-31	None
10.1101/084608	2016-10-31	None
10.1101/084616	2016-10-31	None
10.1101/084624	2016-10-31	CC BY-NC-ND
10.1101/084632	2016-10-31	None
10.1101/084640	2016-11-02	CC BY-ND
10.1101/084657	2016-10-31	None
10.1101/084665	2016-11-02	CC BY-ND
10.1101/084673	2016-10-31	CC BY
10.1101/084707	2016-10-31	CC BY-NC-ND
10.1101/084715	2016-10-31	None
10.1101/084723	2016-11-01	CC BY-NC-ND
10.1101/084731	2016-11-01	CC BY-NC
10.1101/084756	2016-11-01	None
10.1101/084764	2016-11-01	CC BY-NC-ND
10.1101/084772	2016-11-01	CC BY-NC-ND
10.1101/084780	2016-11-01	CC BY-NC-ND
10.1101/084798	2016-11-01	None
10.1101/084806	2016-11-01	CC BY-NC-ND
10.1101/084848	2016-11-01	CC BY-NC-ND
10.1101/084871	2016-11-02	CC BY-NC-ND
10.1101/084889	2016-11-02	CC BY
10.1101/084897	2016-11-02	CC BY-NC
10.1101/084913	2016-11-04	CC BY
10.1101/084921	2016-11-03	CC BY-NC-ND
10.1101/084947	2016-11-02	CC BY-ND
10.1101/084954	2016-11-02	None
10.1101/084962	2016-11-03	CC BY-NC-ND
10.1101/084970	2016-11-02	CC BY-ND
10.1101/084988	2016-11-02	None
10.1101/085001	2016-11-02	None
10.1101/085019	2016-11-03	None
10.1101/085027	2016-11-02	CC BY
10.1101/085035	2016-11-02	CC BY-NC
10.1101/085043	2016-11-02	None
10.1101/085050	2016-11-02	CC BY
10.1101/085068	2016-11-03	None
10.1101/085084	2016-11-02	CC BY-NC
10.1101/085092	2016-11-02	None
10.1101/085100	2016-11-03	CC BY
10.1101/085118	2016-11-02	CC BY
10.1101/085126	2016-11-02	None
10.1101/085134	2016-11-02	None
10.1101/085159	2017-02-04	CC BY-NC-ND
10.1101/085167	2016-11-02	None
10.1101/085175	2016-11-02	None
10.1101/085183	2016-11-02	CC BY-NC-ND
10.1101/085191	2016-11-03	CC BY-NC-ND
10.1101/085217	2016-11-06	None
10.1101/085225	2016-11-02	None
10.1101/085233	2016-11-02	CC BY-NC-ND
10.1101/085241	2016-11-02	CC BY-NC-ND
10.1101/085258	2016-11-02	CC BY-ND
10.1101/085266	2016-11-02	None
10.1101/085274	2016-11-02	CC BY-NC-ND
10.1101/085316	2016-11-05	CC BY
10.1101/085324	2016-11-03	None
10.1101/085332	2016-11-03	CC BY-NC-ND
10.1101/085340	2016-11-03	CC BY-NC
10.1101/085357	2016-11-03	CC BY-NC
10.1101/085365	2016-11-03	CC BY
10.1101/085373	2016-11-05	None
10.1101/085381	2016-11-03	None
10.1101/085399	2016-11-03	CC BY
10.1101/085407	2017-01-06	None
10.1101/085415	2016-11-03	CC BY-NC
10.1101/085423	2016-11-03	None
10.1101/085431	2016-11-03	None
10.1101/085456	2016-11-03	None
10.1101/085472	2016-11-03	CC BY-NC-ND
10.1101/085498	2016-11-03	None
10.1101/085506	2016-11-07	CC BY-NC
10.1101/085514	2016-11-06	CC BY-NC
10.1101/085522	2016-11-03	CC BY-NC-ND
10.1101/085530	2016-11-03	CC BY
10.1101/085548	2016-11-03	CC BY-ND
10.1101/085555	2016-11-03	CC BY
10.1101/085571	2016-11-03	CC BY-ND
10.1101/085589	2016-11-08	CC BY-NC-ND
10.1101/085597	2016-11-03	CC BY
10.1101/085605	2016-11-04	CC BY-NC-ND
10.1101/085613	2016-11-05	CC BY-NC-ND
10.1101/085621	2016-11-05	CC BY-NC-ND
10.1101/085639	2016-11-04	CC BY
10.1101/085647	2016-11-04	CC BY
10.1101/085654	2016-11-04	None
10.1101/085670	2016-11-04	CC BY-NC-ND
10.1101/085688	2016-11-04	CC BY
10.1101/085696	2016-11-04	CC BY-NC-ND
10.1101/085712	2016-11-04	CC BY-NC-ND
10.1101/085720	2016-11-05	CC BY
10.1101/085738	2016-11-07	CC BY-ND
10.1101/085746	2016-11-04	CC BY
10.1101/085795	2016-11-23	CC BY-NC
10.1101/085837	2016-11-07	None
10.1101/085852	2016-11-11	None
10.1101/085860	2016-11-04	CC BY-NC
10.1101/085878	2016-11-05	CC BY-NC-ND
10.1101/085886	2016-11-11	CC BY-NC-ND
10.1101/085894	2016-11-05	CC BY-NC-ND
10.1101/085902	2016-11-22	CC BY-NC-ND
10.1101/085910	2016-11-05	CC BY
10.1101/085936	2016-11-05	None
10.1101/085944	2016-11-05	CC BY-NC-ND
10.1101/085969	2016-11-07	CC BY-NC
10.1101/085977	2016-11-07	None
10.1101/085985	2016-11-07	None
10.1101/085993	2016-11-07	CC BY-NC-ND
10.1101/086017	2016-11-07	None
10.1101/086025	2016-11-07	CC BY-NC
10.1101/086033	2016-11-07	CC BY-NC-ND
10.1101/086041	2016-11-07	CC BY-NC-ND
10.1101/086058	2016-11-08	CC BY-NC-ND
10.1101/086066	2016-11-07	CC BY
10.1101/086074	2016-11-07	None
10.1101/086082	2016-11-07	CC BY-NC-ND
10.1101/086090	2016-11-23	None
10.1101/086108	2016-11-07	None
10.1101/086116	2016-11-07	CC BY-ND
10.1101/086124	2016-11-07	CC BY-NC
10.1101/086132	2016-11-07	CC BY-ND
10.1101/086140	2016-11-07	None
10.1101/086157	2016-11-07	CC BY-NC-ND
10.1101/086165	2016-11-07	CC BY
10.1101/086173	2016-11-09	CC BY-NC-ND
10.1101/086199	2016-11-08	CC BY-ND
10.1101/086207	2016-11-07	CC BY-NC-ND
10.1101/086215	2016-11-09	CC BY-NC-ND
10.1101/086223	2016-11-07	CC BY-NC-ND
10.1101/086231	2016-11-07	CC BY-NC-ND
10.1101/086249	2016-11-07	CC BY
10.1101/086256	2016-11-07	None
10.1101/086272	2016-11-07	None
10.1101/086280	2016-11-07	CC BY-NC-ND
10.1101/086298	2016-11-08	CC BY-NC-ND
10.1101/086306	2016-11-08	CC BY
10.1101/086322	2016-11-08	None
10.1101/086330	2016-11-07	None
10.1101/086348	2016-11-07	CC BY-NC-ND
10.1101/086363	2016-11-07	CC BY-NC-ND
10.1101/086371	2016-11-07	None
10.1101/086389	2016-11-08	None
10.1101/086397	2016-11-08	None
10.1101/086413	2016-11-08	CC BY-NC
10.1101/086421	2016-11-08	CC BY-NC-ND
10.1101/086439	2016-11-08	CC BY-NC-ND
10.1101/086447	2016-11-14	CC BY-NC
10.1101/086454	2016-11-09	None
10.1101/086462	2016-11-08	None
10.1101/086470	2016-11-08	CC BY
10.1101/086488	2016-11-08	CC BY-NC-ND
10.1101/086496	2016-11-09	None
10.1101/086504	2016-11-08	None
10.1101/086512	2016-11-08	CC BY-NC-ND
10.1101/086538	2016-11-08	CC BY-NC-ND
10.1101/086553	2016-11-08	CC BY-NC-ND
10.1101/086561	2016-12-02	CC BY-NC
10.1101/086579	2016-11-10	CC BY-NC-ND
10.1101/086587	2016-11-09	CC BY-ND
10.1101/086595	2016-11-09	None
10.1101/086611	2016-11-09	CC BY
10.1101/086629	2016-11-09	CC BY
10.1101/086637	2016-11-09	None
10.1101/086645	2016-11-09	None
10.1101/086652	2016-11-09	None
10.1101/086660	2016-11-09	None
10.1101/086678	2016-11-09	CC BY-NC-ND
10.1101/086702	2016-11-09	CC BY-ND
10.1101/086710	2016-11-21	CC BY-NC-ND
10.1101/086728	2016-11-09	CC BY-NC-ND
10.1101/086744	2016-11-14	CC BY
10.1101/086785	2016-11-09	CC BY-NC-ND
10.1101/086793	2016-11-09	None
10.1101/086801	2016-11-09	CC BY-NC-ND
10.1101/086819	2016-11-09	CC BY-NC
10.1101/086827	2016-11-11	CC BY
10.1101/086835	2017-02-16	CC BY
10.1101/086843	2016-11-10	CC BY
10.1101/086868	2016-11-10	CC BY
10.1101/086876	2016-11-10	CC BY-NC
10.1101/086884	2016-11-10	None
10.1101/086892	2016-11-10	None
10.1101/086900	2016-11-12	CC BY-NC-ND
10.1101/086934	2016-11-10	CC BY-NC-ND
10.1101/086942	2016-11-11	CC BY-ND
10.1101/086983	2016-11-10	CC BY-NC-ND
10.1101/086991	2016-11-10	CC BY-NC
10.1101/087007	2016-11-10	CC BY-NC-ND
10.1101/087015	2016-11-11	CC BY
10.1101/087023	2016-11-11	None
10.1101/087031	2016-11-10	None
10.1101/087049	2016-11-10	None
10.1101/087072	2016-11-10	CC BY-NC-ND
10.1101/087080	2016-11-10	None
10.1101/087106	2016-11-10	CC BY-ND
10.1101/087114	2016-11-10	None
10.1101/087122	2016-11-11	CC BY-NC-ND
10.1101/087130	2016-11-10	None
10.1101/087148	2016-11-11	CC BY-NC-ND
10.1101/087155	2016-11-11	CC BY-NC
10.1101/087163	2016-11-10	CC BY-NC-ND
10.1101/087171	2016-11-11	CC BY-NC
10.1101/087189	2016-11-11	CC BY-NC
10.1101/087197	2016-11-11	CC BY-NC-ND
10.1101/087213	2016-11-11	CC BY-NC
10.1101/087239	2016-11-11	CC BY
10.1101/087247	2016-11-11	CC BY-NC-ND
10.1101/087254	2016-11-11	CC BY-NC-ND
10.1101/087270	2016-11-11	CC BY-ND
10.1101/087288	2016-11-11	None
10.1101/087296	2016-11-12	None
10.1101/087304	2016-11-14	CC BY-NC-ND
10.1101/087320	2016-11-19	CC BY-NC
10.1101/087338	2016-12-24	CC BY-NC-ND
10.1101/087353	2016-11-12	CC BY-NC-ND
10.1101/087361	2016-11-13	CC BY-NC
10.1101/087379	2016-11-14	CC BY-NC-ND
10.1101/087387	2016-11-12	CC BY-NC-ND
10.1101/087395	2016-11-14	CC BY
10.1101/087403	2016-11-12	CC BY
10.1101/087411	2016-11-14	CC BY-NC-ND
10.1101/087429	2016-11-12	CC BY-NC-ND
10.1101/087437	2016-11-13	CC BY-NC-ND
10.1101/087445	2016-11-14	None
10.1101/087460	2016-11-14	CC BY-NC
10.1101/087486	2016-11-14	None
10.1101/087494	2016-11-14	CC BY-NC-ND
10.1101/087502	2017-03-27	CC BY-NC-ND
10.1101/087510	2016-11-14	None
10.1101/087551	2016-11-14	CC BY-NC-ND
10.1101/087569	2016-11-14	CC BY-NC-ND
10.1101/087577	2016-11-14	CC BY-NC-ND
10.1101/087585	2016-11-14	None
10.1101/087593	2016-11-14	CC BY-NC
10.1101/087619	2016-11-14	CC BY
10.1101/087627	2016-11-14	CC BY-NC-ND
10.1101/087643	2016-11-14	None
10.1101/087650	2016-11-14	CC BY-NC-ND
10.1101/087668	2016-11-14	None
10.1101/087676	2016-11-14	None
10.1101/087692	2016-11-14	CC BY-NC-ND
10.1101/087700	2016-11-14	CC BY-NC-ND
10.1101/087718	2016-11-15	CC BY
10.1101/087726	2016-11-14	CC BY-NC-ND
10.1101/087742	2016-11-14	None
10.1101/087759	2016-11-16	None
10.1101/087775	2016-11-15	CC BY
10.1101/087783	2016-11-15	None
10.1101/087809	2016-11-15	None
10.1101/087817	2016-11-15	CC BY-ND
10.1101/087825	2016-11-16	CC BY-NC-ND
10.1101/087833	2016-11-15	None
10.1101/087841	2016-11-15	CC BY
10.1101/087858	2016-11-15	CC BY-NC-ND
10.1101/087866	2016-11-15	CC BY
10.1101/087874	2016-11-15	CC BY
10.1101/087882	2016-11-15	None
10.1101/087890	2016-11-22	CC BY
10.1101/087908	2016-11-15	CC BY
10.1101/087916	2016-11-15	CC BY-NC-ND
10.1101/087924	2016-11-15	CC BY-NC-ND
10.1101/087932	2016-11-15	CC BY-NC
10.1101/087940	2016-11-15	None
10.1101/087965	2016-11-15	None
10.1101/087973	2016-11-16	None
10.1101/087981	2016-11-15	None
10.1101/088005	2016-11-16	None
10.1101/088013	2016-11-16	None
10.1101/088021	2016-11-16	None
10.1101/088039	2016-11-16	CC BY-NC-ND
10.1101/088047	2016-11-16	None
10.1101/088054	2016-11-16	None
10.1101/088062	2016-11-16	CC BY-NC-ND
10.1101/088070	2016-11-16	None
10.1101/088088	2016-11-16	CC BY
10.1101/088096	2016-11-16	CC BY-NC-ND
10.1101/088112	2016-11-16	CC BY-NC-ND
10.1101/088120	2016-11-16	CC BY-NC-ND
10.1101/088138	2016-11-16	CC BY-NC-ND
10.1101/088146	2016-11-16	CC BY
10.1101/088153	2016-11-16	CC BY-NC
10.1101/088161	2016-11-16	None
10.1101/088179	2016-11-16	None
10.1101/088195	2016-11-17	CC BY-NC
10.1101/088229	2016-11-17	CC BY
10.1101/088252	2016-11-17	CC BY-NC
10.1101/088260	2016-11-17	CC BY-NC-ND
10.1101/088278	2016-11-28	CC BY-NC
10.1101/088286	2016-11-17	CC BY
10.1101/088302	2016-11-17	CC BY-NC-ND
10.1101/088310	2016-11-17	CC BY-ND
10.1101/088328	2016-11-17	CC BY-NC-ND
10.1101/088336	2016-11-17	CC BY-NC
10.1101/088351	2016-11-28	None
10.1101/088377	2016-11-17	CC BY-NC
10.1101/088385	2016-11-17	CC BY-NC-ND
10.1101/088393	2016-11-17	CC BY-ND
10.1101/088401	2016-11-17	CC BY-NC-ND
10.1101/088419	2016-11-17	None
10.1101/088427	2016-11-17	CC BY-ND
10.1101/088435	2016-11-19	CC BY-NC-ND
10.1101/088443	2017-04-20	None
10.1101/088468	2016-11-17	None
10.1101/088476	2016-11-19	None
10.1101/088484	2016-11-17	CC BY-NC
10.1101/088492	2016-11-19	None
10.1101/088500	2016-12-15	CC BY
10.1101/088518	2016-11-18	CC BY-NC-ND
10.1101/088526	2016-11-21	CC BY
10.1101/088534	2016-12-15	CC BY-NC-ND
10.1101/088583	2016-11-18	CC BY-NC-ND
10.1101/088591	2016-11-18	CC BY
10.1101/088609	2016-11-18	None
10.1101/088617	2016-11-18	None
10.1101/088633	2016-11-19	None
10.1101/088666	2016-11-19	None
10.1101/088682	2016-11-22	CC BY-NC-ND
10.1101/088690	2016-11-20	None
10.1101/088708	2016-11-19	None
10.1101/088716	2016-11-19	None
10.1101/088724	2016-11-22	CC BY-NC-ND
10.1101/088732	2016-11-19	None
10.1101/088740	2016-11-19	CC BY
10.1101/088757	2016-11-19	CC BY-NC-ND
10.1101/088765	2016-11-20	CC BY
10.1101/088773	2016-11-19	CC BY
10.1101/088781	2016-11-20	CC BY-NC-ND
10.1101/088807	2016-12-04	None
10.1101/088815	2016-11-25	CC BY-NC-ND
10.1101/088823	2016-11-21	CC BY
10.1101/088831	2016-11-21	CC BY-NC-ND
10.1101/088849	2016-11-21	CC BY
10.1101/088856	2016-11-21	CC BY
10.1101/088864	2016-11-21	CC BY-NC-ND
10.1101/088872	2016-11-21	CC BY
10.1101/088898	2016-11-21	CC BY-NC-ND
10.1101/088906	2016-11-21	CC BY-NC-ND
10.1101/088914	2016-11-21	CC BY-NC-ND
10.1101/088922	2016-11-21	CC BY-NC
10.1101/088930	2016-11-21	None
10.1101/088948	2016-11-21	CC BY-NC-ND
10.1101/088955	2016-11-21	None
10.1101/088963	2016-11-22	CC BY-NC-ND
10.1101/088989	2016-11-22	CC BY
10.1101/088997	2016-11-22	CC BY-NC-ND
10.1101/089003	2016-11-21	CC BY-ND
10.1101/089011	2016-11-22	CC BY-NC-ND
10.1101/089052	2016-11-22	CC BY-NC-ND
10.1101/089060	2016-11-22	None
10.1101/089078	2016-11-22	CC BY-NC-ND
10.1101/089086	2016-11-22	CC BY
10.1101/089094	2016-11-22	CC BY-ND
10.1101/089102	2016-11-22	CC BY-ND
10.1101/089110	2016-11-23	CC BY-NC-ND
10.1101/089128	2016-11-22	None
10.1101/089144	2016-11-22	CC BY
10.1101/089151	2016-11-22	CC BY-NC
10.1101/089169	2016-11-24	CC BY-NC
10.1101/089177	2016-11-22	CC BY-NC-ND
10.1101/089185	2016-11-22	CC BY-NC
10.1101/089201	2016-11-22	None
10.1101/089219	2016-11-22	CC BY-NC-ND
10.1101/089227	2016-11-22	None
10.1101/089235	2016-11-22	CC BY-NC-ND
10.1101/089243	2016-11-23	CC BY-NC-ND
10.1101/089250	2016-12-15	None
10.1101/089268	2016-11-23	CC BY-NC-ND
10.1101/089276	2016-11-26	CC BY-NC-ND
10.1101/089284	2016-11-23	CC BY-NC
10.1101/089292	2016-11-23	None
10.1101/089300	2016-11-23	None
10.1101/089326	2016-11-23	CC BY-NC-ND
10.1101/089334	2016-11-23	CC BY-ND
10.1101/089342	2016-11-23	CC BY-NC-ND
10.1101/089359	2016-11-24	CC BY
10.1101/089367	2016-11-23	None
10.1101/089383	2016-11-25	None
10.1101/089391	2016-11-25	None
10.1101/089409	2016-11-24	None
10.1101/089417	2016-11-25	CC BY-NC-ND
10.1101/089425	2016-11-25	CC BY-NC-ND
10.1101/089433	2016-12-01	None
10.1101/089441	2016-11-25	None
10.1101/089458	2016-12-11	CC BY-NC-ND
10.1101/089466	2016-11-25	None
10.1101/089482	2016-11-25	CC BY-NC-ND
10.1101/089490	2016-11-25	CC BY-NC-ND
10.1101/089508	2016-11-25	None
10.1101/089516	2016-11-25	CC BY-NC-ND
10.1101/089565	2016-11-25	None
10.1101/089581	2016-11-26	CC BY-NC
10.1101/089599	2016-11-25	CC BY-NC-ND
10.1101/089607	2016-11-25	CC BY-NC
10.1101/089615	2016-11-25	CC BY-NC-ND
10.1101/089623	2016-11-26	CC BY-NC-ND
10.1101/089631	2016-11-26	CC BY-ND
10.1101/089649	2016-11-25	None
10.1101/089664	2016-11-26	None
10.1101/089680	2016-11-25	CC BY-NC-ND
10.1101/089698	2016-12-08	CC BY-NC-ND
10.1101/089706	2016-11-26	CC BY-NC-ND
10.1101/089714	2016-11-26	CC BY-NC-ND
10.1101/089730	2016-11-26	CC BY-NC
10.1101/089755	2016-11-25	None
10.1101/089763	2016-12-05	CC BY
10.1101/089771	2016-11-27	CC BY
10.1101/089797	2016-11-26	None
10.1101/089805	2016-11-26	None
10.1101/089813	2016-11-26	CC BY-NC-ND
10.1101/089821	2016-11-26	CC BY
10.1101/089839	2016-11-26	CC BY
10.1101/089847	2016-11-26	None
10.1101/089854	2016-12-15	None
10.1101/089870	2016-12-21	None
10.1101/089904	2016-11-26	CC BY-ND
10.1101/089912	2016-11-27	CC BY-NC-ND
10.1101/089920	2016-11-26	None
10.1101/089938	2016-11-26	None
10.1101/089946	2016-11-27	CC BY-NC-ND
10.1101/089953	2016-11-29	CC BY-NC-ND
10.1101/089961	2016-11-27	None
10.1101/089979	2016-11-27	None
10.1101/089987	2016-11-27	None
10.1101/089995	2016-11-28	None
10.1101/090001	2016-11-27	CC BY-NC-ND
10.1101/090027	2016-11-27	None
10.1101/090035	2016-11-28	CC BY-NC-ND
10.1101/090068	2016-11-30	None
10.1101/090076	2016-11-28	CC BY-NC-ND
10.1101/090084	2016-11-28	CC BY
10.1101/090092	2016-11-28	CC BY-NC
10.1101/090100	2016-12-22	None
10.1101/090126	2016-11-29	CC BY-NC-ND
10.1101/090134	2016-11-28	CC BY
10.1101/090142	2016-11-28	CC BY-NC-ND
10.1101/090159	2016-12-12	CC BY-NC-ND
10.1101/090167	2016-11-28	CC BY-NC-ND
10.1101/090175	2016-11-28	None
10.1101/090183	2016-11-28	CC BY-NC-ND
10.1101/090191	2016-11-28	CC BY-NC-ND
10.1101/090209	2016-11-28	CC BY-NC-ND
10.1101/090217	2016-11-29	CC BY
10.1101/090225	2016-11-28	CC BY-NC-ND
10.1101/090233	2016-11-29	CC BY
10.1101/090241	2016-12-02	CC BY-NC-ND
10.1101/090258	2016-11-28	CC BY-NC-ND
10.1101/090274	2016-11-28	CC BY-ND
10.1101/090290	2016-11-30	None
10.1101/090308	2016-11-29	CC BY-NC-ND
10.1101/090316	2016-11-29	CC BY-NC-ND
10.1101/090324	2016-11-30	CC BY
10.1101/090332	2016-11-29	None
10.1101/090340	2016-11-29	CC BY
10.1101/090357	2016-11-29	CC BY
10.1101/090399	2016-12-05	None
10.1101/090415	2016-11-29	CC BY
10.1101/090431	2016-11-30	CC BY-NC
10.1101/090449	2016-11-29	CC BY
10.1101/090456	2016-11-30	CC BY
10.1101/090464	2016-12-02	CC BY-ND
10.1101/090472	2016-11-29	CC BY-NC-ND
10.1101/090480	2016-11-29	CC BY-NC-ND
10.1101/090498	2016-11-30	CC BY-NC-ND
10.1101/090506	2016-11-30	None
10.1101/090514	2016-11-30	CC BY-NC
10.1101/090530	2016-11-30	CC BY-NC-ND
10.1101/090555	2016-11-30	CC BY-NC-ND
10.1101/090563	2016-11-30	CC BY-NC-ND
10.1101/090571	2016-12-01	CC BY-NC-ND
10.1101/090589	2017-01-16	CC BY-ND
10.1101/090605	2016-11-30	CC BY-NC-ND
10.1101/090613	2016-11-30	None
10.1101/090621	2016-11-30	CC BY-NC-ND
10.1101/090647	2016-12-06	CC BY-NC-ND
10.1101/090654	2016-11-30	None
10.1101/090662	2016-11-30	CC BY-ND
10.1101/090688	2017-01-03	None
10.1101/090696	2016-12-09	CC BY
10.1101/090704	2016-11-30	CC BY-NC-ND
10.1101/090712	2016-12-08	CC BY-NC-ND
10.1101/090720	2016-12-07	CC BY
10.1101/090738	2016-11-30	CC BY-ND
10.1101/090746	2016-12-01	CC BY-NC-ND
10.1101/090753	2016-12-02	CC BY-NC-ND
10.1101/090761	2016-12-01	None
10.1101/090795	2016-12-01	CC BY-NC-ND
10.1101/090811	2016-12-01	CC BY-ND
10.1101/090829	2016-12-01	CC BY-NC-ND
10.1101/090837	2016-12-01	CC BY-NC-ND
10.1101/090845	2016-12-01	CC BY-NC-ND
10.1101/090852	2016-12-02	CC BY-NC
10.1101/090860	2016-12-01	CC BY
10.1101/090878	2016-12-02	CC BY-NC-ND
10.1101/090886	2016-12-01	CC BY-NC-ND
10.1101/090894	2016-12-01	CC BY-NC-ND
10.1101/090910	2016-12-06	CC BY-NC
10.1101/090928	2016-12-02	None
10.1101/090936	2016-12-02	CC BY-NC-ND
10.1101/090944	2016-12-02	CC BY-NC-ND
10.1101/090969	2016-12-02	None
10.1101/090977	2016-12-04	CC BY-NC-ND
10.1101/090985	2016-12-02	None
10.1101/090993	2016-12-02	CC BY-NC-ND
10.1101/091009	2016-12-09	None
10.1101/091041	2016-12-06	CC BY-NC-ND
