DOI	Author	Standard_Author
10.1101/007765	Seana Lymer	Seana Lymer
10.1101/007765	Sergey V Nuzhdin	Sergey Nuzhdin
10.1101/007773	Jessica K. Polka	Jessica Polka
10.1101/007773	Pamela A. Silver	Pamela Silver
10.1101/007781	Paula H. Reyes-Herrera	Paula Reyes-Herrera
10.1101/007781	Santiago Herrera	Santiago Herrera
10.1101/007781	Timothy M. Shank	Timothy Shank
10.1101/007799	Alkes L Price	Alkes Price
10.1101/007799	Benjamin M Neale	Benjamin Neale
10.1101/007799	Bjarni J Vilhjalmsson	Bjarni Vilhjalmsson
10.1101/007799	Bonnie Berger	Bonnie Berger
10.1101/007799	Brendan K Bulik-Sullivan	Brendan Bulik-Sullivan
10.1101/007799	Daniel I Chasman	Daniel Chasman
10.1101/007799	George Tucker	George Tucker
10.1101/007799	Hilary K Finucane	Hilary Finucane
10.1101/007799	Nick Patterson	Nick Patterson
10.1101/007799	Paul M Ridker	Paul Ridker
10.1101/007799	Po-Ru Loh	Po-Ru Loh
10.1101/007807	Elizabeth Znameroski	Elizabeth Znameroski
10.1101/007807	Jamie Cate	Jamie Cate
10.1101/007807	Joanna Feehan	Joanna Feehan
10.1101/007807	Julie M Liang	Julie Liang
10.1101/007807	Kulika Chomvong	Kulika Chomvong
10.1101/007807	N Louise Glass	N Glass
10.1101/007807	Raissa Estrela	Raissa Estrela
10.1101/007807	Soo Rin Kim	Soo Kim
10.1101/007807	Vivian Y Yu	Vivian Yu
10.1101/007807	Xin Li	Xin Li
10.1101/007807	Yong-Su Jin	Yong-Su Jin
10.1101/007807	Yuping Lin	Yuping Lin
10.1101/007823	Andrew Chess	Andrew Chess
10.1101/007823	Chaggai Rosenbluh	Chaggai Rosenbluh
10.1101/007823	Diana Munera	Diana Munera
10.1101/007823	Eric Schadt	Eric Schadt
10.1101/007823	Gang Fang	Gang Fang
10.1101/007823	Gintaras Deikus	Gintaras Deikus
10.1101/007823	John Beaulaurier	John Beaulaurier
10.1101/007823	Martin Blaser	Martin Blaser
10.1101/007823	Matthew K Waldor	Matthew Waldor
10.1101/007823	Nan Shen	Nan Shen
10.1101/007823	Robert Sebra	Robert Sebra
10.1101/007823	Shijia Zhu	Shijia Zhu
10.1101/007823	Xue-Song Zhang	Xue-Song Zhang
10.1101/007831	Ariel Lagdameo Babierra	Ariel Babierra
10.1101/007831	Jomar Fajardo Rabajante	Jomar Rabajante
10.1101/007849	Laura Kubatko	Laura Kubatko
10.1101/007849	Michael Gilchrist	Michael Gilchrist
10.1101/007849	Premal Shah	Premal Shah
10.1101/007849	Radu Herbei	Radu Herbei
10.1101/007864	Frank Schnorrer	Frank Schnorrer
10.1101/007864	Wouter Koolhaas	Wouter Koolhaas
10.1101/007864	Xu Zhang	Xu Zhang
10.1101/007898	Erin Hanson	Erin Hanson
10.1101/007898	Jack Ballantyne	Jack Ballantyne
10.1101/007898	Patrick Danaher	Patrick Danaher
10.1101/007898	Robin Lynn White	Robin White
10.1101/007906	Mahdi Zamanighomi	 Zamanighomi
10.1101/007906	Michael J Kimber	Michael Kimber
10.1101/007906	Mostafa Zamanian	Mostafa Zamanian
10.1101/007906	Zhengdao Wang	Zhengdao Wang
10.1101/007914	Andrew McGowan	Andrew McGowan
10.1101/007914	Daniel Pincheira-Donoso	Daniel Pincheira-Donoso
10.1101/007914	Iker Vaquero-Alba	Iker Vaquero-Alba
10.1101/007914	Matthew R. Evans	Matthew Evans
10.1101/007914	Sasha R.X. Dall	Sasha Dall
10.1101/007922	Angela DePace	Angela DePace
10.1101/007922	Ben J. Vincent	Ben Vincent
10.1101/007922	Javier Estrada	Javier Estrada
10.1101/007922	Max Staller	Max Staller
10.1101/007922	Meghan D.J. Bragdon	Meghan Bragdon
10.1101/007922	Tara Lydiard-Martin	Tara Lydiard-Martin
10.1101/007922	Zeba Wunderlich	Zeba Wunderlich
10.1101/007930	Ryan Baldini	Ryan Baldini
10.1101/007948	Huaien Luo	Huaien Luo
10.1101/007948	Juntao Li	Juntao Li
10.1101/007948	Kuan Hui Burton Chia	Kuan Chia
10.1101/007948	Niranjan Nagarajan	Niranjan Nagarajan
10.1101/007948	Paul Robson	Paul Robson
10.1101/007955	Laura Kubatko	Laura Kubatko
10.1101/007955	Lingfei Cui	Lingfei Cui
10.1101/007963	Alice R. Wattam	Alice Wattam
10.1101/007963	Andrew S. Warren	Andrew Warren
10.1101/007963	Brian Brunk	Brian Brunk
10.1101/007963	Bruno Sobral	Bruno Sobral
10.1101/007963	Chunhong Mao	Chunhong Mao
10.1101/007963	Cristina Aurrecoechea	Cristina Aurrecoechea
10.1101/007963	Daniel Lawson	Daniel Lawson
10.1101/007963	Deborah Hix	Deborah Hix
10.1101/007963	Dustin Machi	Dustin Machi
10.1101/007963	Eric Nordberg	Eric Nordberg
10.1101/007963	Gloria I. Giraldo-Calderon	Gloria Giraldo-Calderon
10.1101/007963	Hyun Seung Yoo	Hyun Yoo
10.1101/007963	Leslie B. Vosshall	Leslie Vosshall
10.1101/007963	Maulik Shukla	Maulik Shukla
10.1101/007963	Michael McClelland	Michael McClelland
10.1101/007963	Omar Harb	Omar Harb
10.1101/007963	Prerak Desai	Prerak Desai
10.1101/007963	Rebecca Will	Rebecca Will
10.1101/007963	Scott Emrich	Scott Emrich
10.1101/007971	Christelle Dantec	Christelle Dantec
10.1101/007971	Dany Severac	Dany Severac
10.1101/007971	Isabelle Busseau	Isabelle Busseau
10.1101/007971	Martine Simonelig	Martine Simonelig
10.1101/007971	Stephanie Pierson	Stephanie Pierson
10.1101/008003	Adam M Phillippy	Adam Phillippy
10.1101/008003	Chen-Shan Chin	Chen-Shan Chin
10.1101/008003	James Drake	James Drake
10.1101/008003	Jane M Landolin	Jane Landolin
10.1101/008003	Konstantin Berlin	Konstantin Berlin
10.1101/008003	Sergey Koren	Sergey Koren
10.1101/008011	Davide Piffer	Davide Piffer
10.1101/008029	Frank R Moore	Frank Moore
10.1101/008029	Robert H Diehl	Robert Diehl
10.1101/008029	Theodore J Zenzal	Theodore Zenzal
10.1101/008037	Adam M Phillippy	Adam Phillippy
10.1101/008037	Casey M Bergman	Casey Bergman
10.1101/008037	Charles Yu	Charles Yu
10.1101/008037	Chen-Shan Chin	Chen-Shan Chin
10.1101/008037	David Catcheside	David Catcheside
10.1101/008037	David R Rank	David Rank
10.1101/008037	Jane M Landolin	Jane Landolin
10.1101/008037	Joachim Li	Joachim Li
10.1101/008037	Kristi E Kim	Kristi Kim
10.1101/008037	Nicole A Rapicavoli	Nicole Rapicavoli
10.1101/008037	Patricia Jane Yeadon	Patricia Yeadon
10.1101/008037	Paul Peluso	Paul Peluso
10.1101/008037	Primo Baybayan	Primo Baybayan
10.1101/008037	Susan E Celniker	Susan Celniker
10.1101/008037	William Fisher	William Fisher
10.1101/008052	Amanda J Waters	Amanda Waters
10.1101/008052	Irina Makarevitch	Irina Makarevitch
10.1101/008052	Jeffrey Ross-Ibarra	Jeffrey Ross-Ibarra
10.1101/008052	Michelle C Stitzer	Michelle Stitzer
10.1101/008052	Nathan M Springer	Nathan Springer
10.1101/008052	Patrick T West	Patrick West
10.1101/008078	Mason Liang	Mason Liang
10.1101/008078	Rasmus Nielsen	Rasmus Nielsen
10.1101/008110	Alex Graudenzi	Alex Graudenzi
10.1101/008110	Bud Mishra	Bud Mishra
10.1101/008110	Daniele Ramazzotti	Daniele Ramazzotti
10.1101/008110	Giancarlo Mauri	Giancarlo Mauri
10.1101/008110	Giulio Caravagna	Giulio Caravagna
10.1101/008110	Ilya Korsunsky	Ilya Korsunsky
10.1101/008110	Loes Olde Loohuis	Loes Loohuis
10.1101/008110	Marco Antoniotti	Marco Antoniotti
10.1101/008128	Alvaro H. Crevenna	Alvaro Crevenna
10.1101/008128	Aurelie Dupont	Aurelie Dupont
10.1101/008128	Don C. Lamb	Don Lamb
10.1101/008128	Kaja Kowalska	Kaja Kowalska
10.1101/008128	Marcelino Arciniega	Marcelino Arciniega
10.1101/008128	Oliver Lange	Oliver Lange
10.1101/008128	Roland Wedlich-Soldner	Roland Wedlich-Soldner
10.1101/008136	Bing Sun	Bing Sun
10.1101/008136	DingDing Fan	DingDing Fan
10.1101/008136	Hai-Qi Zhang	Hai-Qi Zhang
10.1101/008136	Jian-Zhong Shao	Jian-Zhong Shao
10.1101/008136	Jingqun Ao	Jingqun Ao
10.1101/008136	Jun Wang	Jun Wang
10.1101/008136	Li Nie	Li Nie
10.1101/008136	Li-Xin Xiang	Li-Xin Xiang
10.1101/008136	Liang Jiang	Liang Jiang
10.1101/008136	Lv-Yun Zhu	Lv-Yun Zhu
10.1101/008136	MingJi Feng	MingJi Feng
10.1101/008136	Mingyu Li	Mingyu Li
10.1101/008136	Pengfei Mu	Pengfei Mu
10.1101/008136	Qiong Shi	Qiong Shi
10.1101/008136	Qiuhua Li	Qiuhua Li
10.1101/008136	ShangBo Xie	ShangBo Xie
10.1101/008136	Shicui Zhang	Shicui Zhang
10.1101/008136	Ting Li	Ting Li
10.1101/008136	Wei Chen	Wei Chen
10.1101/008136	Wei-ren Dong	Wei-ren Dong
10.1101/008136	Xianhui Wang	Xianhui Wang
10.1101/008136	XinHui Zhang	XinHui Zhang
10.1101/008136	Xinhua Chen	Xinhua Chen
10.1101/008136	XuanTing Jiang	XuanTing Jiang
10.1101/008136	YaBing Zhu	YaBing Zhu
10.1101/008136	Yang Ding	Yang Ding
10.1101/008136	Yinnan Mu	Yinnan Mu
10.1101/008136	Zhen Yue	Zhen Yue
10.1101/008136	Zhuo Wang	Zhuo Wang
10.1101/008144	Gargi Dayama	Gargi Dayama
10.1101/008144	Jeffrey M Kidd	Jeffrey Kidd
10.1101/008144	Ryan E Mills	Ryan Mills
10.1101/008144	Sarah B Emery	Sarah Emery
10.1101/008151	Erika Hingst-Zaher	Erika Hingst-Zaher
10.1101/008151	Gabriel Marroig	Gabriel Marroig
10.1101/008151	Guilherme Garcia	Guilherme Garcia
10.1101/008151	Rui Cerqueira	Rui Cerqueira
10.1101/008169	Djordje Bajic	Djordje Bajic
10.1101/008169	Guillermo Rodrigo	Guillermo Rodrigo
10.1101/008169	Ignacio Elola	Ignacio Elola
10.1101/008169	Juan F Poyatos	Juan Poyatos
10.1101/008177	Gurinder Singh Atwal	Gurinder Atwal
10.1101/008185	Adrin Jalali	Adrin Jalali
10.1101/008185	Nico Pfeifer	Nico Pfeifer
10.1101/008193	Alan O. Bergland	Alan Bergland
10.1101/008193	Annalise B. Paaby	Annalise Paaby
10.1101/008193	Emily L. Behrman	Emily Behrman
10.1101/008193	Paul S. Schmidt	Paul Schmidt
10.1101/008201	?zg?n Babur	
10.1101/008201	Anil Korkut	Anil Korkut
10.1101/008201	B?lent Arman Aksoy	
10.1101/008201	Chris Sander	Chris Sander
10.1101/008201	Christine Pratilas	Christine Pratilas
10.1101/008201	David B Solit	David Solit
10.1101/008201	Debra Bemis	Debra Bemis
10.1101/008201	Emek Demir	Emek Demir
10.1101/008201	Evan Molinelli	Evan Molinelli
10.1101/008201	Weiqing Wang	Weiqing Wang
10.1101/008201	Xiaohong Jing	Xiaohong Jing
10.1101/008219	Amy Lawton-Rauh	Amy Lawton-Rauh
10.1101/008219	Dazhi Li	Dazhi Li
10.1101/008219	Feng Luo	Feng Luo
